dst_port,duration,src_bytes,dst_bytes,packet_count,avg_packet_len,std_packet_len,flow_bytes_per_sec,flow_packets_per_sec,fwd_packet_len_max,bwd_packet_len_max,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,syn_ratio,fin_ratio,rst_ratio,ack_ratio,psh_ratio,port_is_web,port_is_mail,port_is_admin,port_is_db,port_is_dns,label,is_attack
3389,5.405074842498067e-05,0,18,2,3.688542189623514,3.523239230657435,156936.89479657984,151078.94275013474,0,12,2.7025374212490333e-05,0.0,2.7025374212490333e-05,2.7025374212490333e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,PortScan,1
80,5.232705710014346e-05,0,12,2,2.5952977697782122,3.632863746438768,409255.306243048,47129.15791377731,0,6,2.616352855007173e-05,0.0,2.616352855007173e-05,2.616352855007173e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,PortScan,1
443,2.6786665935986883e-05,0,18,2,1.8809641902621932,3.422299064876036,414275.47076287196,82759.87771251128,0,6,1.3393332967993442e-05,0.0,1.3393332967993442e-05,1.3393332967993442e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,PortScan,1
22,2.569297861044923e-05,0,18,2,4.746919954946938,2.2750418882919865,203479.85797261633,40425.23382330603,0,6,1.2846489305224616e-05,0.0,1.2846489305224616e-05,1.2846489305224616e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,PortScan,1
53,5.8730317644480924e-05,0,18,2,1.9142000871891987,2.349909854191872,491975.754498246,112994.46042878256,0,6,2.9365158822240462e-05,0.0,2.9365158822240462e-05,2.9365158822240462e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,PortScan,1
995,3.176670618104065e-05,0,12,2,4.5888630318133075,3.800836114326661,334895.6557729706,81025.36238876612,0,6,1.5883353090520327e-05,0.0,1.5883353090520327e-05,1.5883353090520327e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,PortScan,1
995,7.303220469754941e-05,0,18,2,4.42529716751237,2.80901625424438,449496.5444424319,173167.12077815228,0,6,3.6516102348774706e-05,0.0,3.6516102348774706e-05,3.6516102348774706e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,PortScan,1
3389,2.454658426851524e-05,0,12,2,1.0367882064665186,2.2029430857320644,348575.7960986251,20911.085092319365,0,12,1.227329213425762e-05,0.0,1.227329213425762e-05,1.227329213425762e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,PortScan,1
80,3.748274743099541e-05,0,12,2,2.7936965719449893,3.9889149252216414,129166.36370480542,23253.565450793758,0,12,1.8741373715497705e-05,0.0,1.8741373715497705e-05,1.8741373715497705e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,PortScan,1
6379,3.9285972834334093e-05,0,18,2,3.883759697008517,2.6161215837047784,294143.10374970466,111586.5338309768,0,12,1.9642986417167047e-05,0.0,1.9642986417167047e-05,1.9642986417167047e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,PortScan,1
143,3.3868213091355286e-05,0,12,2,4.892042219009783,2.786195449333521,451420.949829701,133604.95267950732,0,12,1.6934106545677643e-05,0.0,1.6934106545677643e-05,1.6934106545677643e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,PortScan,1
22,4.150705669252081e-05,0,18,2,2.9700707752754556,2.390485975596089,375103.4518676774,70539.02523935404,0,6,2.0753528346260405e-05,0.0,2.0753528346260405e-05,2.0753528346260405e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,PortScan,1
8443,7.916986128756781e-05,0,12,2,4.8157143080103495,3.829728780440897,216571.41511494998,22782.190975196136,0,12,3.9584930643783905e-05,0.0,3.9584930643783905e-05,3.9584930643783905e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,PortScan,1
143,3.9767527420346235e-05,0,6,2,3.2891698766833533,3.9606631674320916,83905.81520275769,75025.46347169272,0,12,1.9883763710173117e-05,0.0,1.9883763710173117e-05,1.9883763710173117e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,PortScan,1
443,8.660230043651713e-05,0,12,2,3.2272050498334006,3.872309548321562,363213.4085037378,122611.0106160857,0,12,4.3301150218258565e-05,0.0,4.3301150218258565e-05,4.3301150218258565e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,PortScan,1
993,2.8802684585382414e-05,0,12,2,2.4345871251846556,2.5083272981394775,182880.76478852244,78059.13756294809,0,12,1.4401342292691207e-05,0.0,1.4401342292691207e-05,1.4401342292691207e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,PortScan,1
21,7.273141668957411e-05,0,12,2,2.4379646048790207,2.5871836885289867,414212.5199653311,165820.41104225253,0,6,3.636570834478706e-05,0.0,3.636570834478706e-05,3.636570834478706e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,PortScan,1
5900,6.503623397791126e-05,0,6,2,3.5115776597945443,2.3885479070240843,81923.41264996745,91421.0888984999,0,12,3.251811698895563e-05,0.0,3.251811698895563e-05,3.251811698895563e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,PortScan,1
993,9.010048076358096e-05,0,12,2,1.375927759363476,3.156560281992348,66174.02320853394,103807.64326384282,0,6,4.505024038179048e-05,0.0,4.505024038179048e-05,4.505024038179048e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,PortScan,1
8443,9.83656799479478e-05,0,12,2,4.290402242638633,2.720381282822526,107177.23069334816,114003.78680986479,0,6,4.91828399739739e-05,0.0,4.91828399739739e-05,4.91828399739739e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,PortScan,1
25,3.4438862423776766e-05,0,6,2,2.829060646454914,3.6840461500239625,137471.01529769285,94043.70291020215,0,6,1.7219431211888383e-05,0.0,1.7219431211888383e-05,1.7219431211888383e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,PortScan,1
995,6.73686911348386e-05,0,6,2,4.8781474684566355,3.429190208359904,68480.3825455441,91787.76226006301,0,6,3.36843455674193e-05,0.0,3.36843455674193e-05,3.36843455674193e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,PortScan,1
3306,4.9507427863507244e-05,0,12,2,4.8505936587117,3.6719602410244114,363188.3927421641,93611.52999456858,0,12,2.4753713931753622e-05,0.0,2.4753713931753622e-05,2.4753713931753622e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,PortScan,1
993,9.236923548638325e-05,0,12,2,1.959149436629613,2.1877465801625835,132289.6986982883,188230.51952114774,0,6,4.6184617743191626e-05,0.0,4.6184617743191626e-05,4.6184617743191626e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,PortScan,1
5900,9.593787525968747e-05,0,18,2,2.742691594711564,3.4600786331236373,71472.25746124196,121886.69788893373,0,6,4.7968937629843734e-05,0.0,4.7968937629843734e-05,4.7968937629843734e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,PortScan,1
143,7.820614994179321e-05,0,6,2,1.3766279530742405,2.6228266187825886,490779.73787967884,51559.448580080934,0,12,3.9103074970896605e-05,0.0,3.9103074970896605e-05,3.9103074970896605e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,PortScan,1
995,1.8805074458590136e-05,0,6,2,2.8938870831222627,2.3464037398200306,245233.24215708787,91730.85219152721,0,12,9.402537229295068e-06,0.0,9.402537229295068e-06,9.402537229295068e-06,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,PortScan,1
8080,9.542311584322474e-05,0,12,2,2.043574493366856,2.0306090805807697,470046.33863576734,110187.17910474665,0,12,4.771155792161237e-05,0.0,4.771155792161237e-05,4.771155792161237e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,PortScan,1
8080,6.928242684570505e-05,0,18,2,4.77700638850067,3.7343978671100073,336381.6188507051,164170.87304283195,0,12,3.464121342285253e-05,0.0,3.464121342285253e-05,3.464121342285253e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,PortScan,1
22,4.493529335858698e-05,0,6,2,4.244816706944012,3.6412789514879105,331672.8515457078,167676.83187882826,0,12,2.246764667929349e-05,0.0,2.246764667929349e-05,2.246764667929349e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,PortScan,1
25,9.148155777604573e-05,0,6,2,1.2774452035006618,2.2015560027548533,58199.82154319738,36999.732936067114,0,6,4.5740778888022865e-05,0.0,4.5740778888022865e-05,4.5740778888022865e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,PortScan,1
6379,4.028987933998539e-05,0,6,2,4.379501243877819,2.046543871471652,416510.8171650211,70733.85945921199,0,12,2.0144939669992694e-05,0.0,2.0144939669992694e-05,2.0144939669992694e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,PortScan,1
3690,7.236013228227455e-05,0,6,2,4.746592607422829,2.0783726533512925,238075.71427201043,194164.49927364456,0,12,3.6180066141137275e-05,0.0,3.6180066141137275e-05,3.6180066141137275e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,PortScan,1
27017,2.5969558940175056e-05,0,18,2,4.962020568002693,2.825235353822853,217408.1386067524,159754.33293355943,0,12,1.2984779470087528e-05,0.0,1.2984779470087528e-05,1.2984779470087528e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,PortScan,1
3306,8.804049464887498e-05,0,6,2,3.7193791196009833,3.4798175208947493,157206.26858179073,87991.19951173308,0,6,4.402024732443749e-05,0.0,4.402024732443749e-05,4.402024732443749e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,PortScan,1
995,5.547271352030714e-05,0,6,2,2.280198404122447,3.791046456992401,225140.7554303734,21950.777266453704,0,6,2.773635676015357e-05,0.0,2.773635676015357e-05,2.773635676015357e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,PortScan,1
27017,8.624288296860308e-05,0,18,2,4.827203540505826,3.3535398088486064,267134.4273391891,108744.6183989249,0,12,4.312144148430154e-05,0.0,4.312144148430154e-05,4.312144148430154e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,PortScan,1
443,5.036009697804878e-05,0,6,2,3.214812209383203,2.425455790048458,475787.54429676064,160633.28908481647,0,6,2.518004848902439e-05,0.0,2.518004848902439e-05,2.518004848902439e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,PortScan,1
53,1.820854927438213e-05,0,12,2,1.2302350400665771,3.099057764647471,248688.72561801967,179786.75289649397,0,6,9.104274637191066e-06,0.0,9.104274637191066e-06,9.104274637191066e-06,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,PortScan,1
993,7.35248335490825e-05,0,6,2,4.046042526869889,3.236436126632522,95505.20425525561,35139.225100699536,0,6,3.676241677454125e-05,0.0,3.676241677454125e-05,3.676241677454125e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,PortScan,1
27017,3.003187758139275e-05,0,12,2,4.567587635107106,2.293209643384051,280996.7759115768,61981.053036415,0,12,1.5015938790696375e-05,0.0,1.5015938790696375e-05,1.5015938790696375e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,PortScan,1
22,4.368437161805083e-05,0,12,2,4.25119826903001,3.894497154767717,493700.4787202919,155608.07334660948,0,12,2.1842185809025415e-05,0.0,2.1842185809025415e-05,2.1842185809025415e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,PortScan,1
49156,7.373630760248798e-05,0,6,2,2.511950360489018,3.4101687285933195,161925.86949362958,79445.45522343773,0,12,3.686815380124399e-05,0.0,3.686815380124399e-05,3.686815380124399e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,PortScan,1
110,5.433625938617733e-05,0,12,2,2.874642567976505,2.1126065513636747,103468.06232063237,41154.72441987888,0,6,2.7168129693088664e-05,0.0,2.7168129693088664e-05,2.7168129693088664e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,PortScan,1
443,7.697904912489681e-05,0,6,2,1.9500258851698797,2.8004457857440497,264971.70089610247,34920.43790480376,0,6,3.848952456244841e-05,0.0,3.848952456244841e-05,3.848952456244841e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,PortScan,1
3389,3.012362546675074e-05,0,12,2,1.0486178987592654,3.939757653415278,69421.96037775924,180405.7604656528,0,12,1.506181273337537e-05,0.0,1.506181273337537e-05,1.506181273337537e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,PortScan,1
3306,9.321789972012364e-05,0,18,2,3.78164449242659,2.1508690941795385,124796.94435916381,59025.63918556842,0,6,4.660894986006182e-05,0.0,4.660894986006182e-05,4.660894986006182e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,PortScan,1
443,5.0908695829099595e-05,0,18,2,1.1817855213658315,2.5619263791844604,477685.1678344514,180247.48110036494,0,12,2.5454347914549798e-05,0.0,2.5454347914549798e-05,2.5454347914549798e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,PortScan,1
6379,1.9608045934229594e-05,0,12,2,1.7524846388950452,2.9273968098799643,209008.50261172376,125058.10013315697,0,12,9.804022967114797e-06,0.0,9.804022967114797e-06,9.804022967114797e-06,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,PortScan,1
8080,4.243105856847414e-05,0,18,2,3.7926468560789806,3.072192732688241,189287.4273288475,166483.10354725076,0,12,2.121552928423707e-05,0.0,2.121552928423707e-05,2.121552928423707e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,PortScan,1
110,3.438618782636169e-05,0,12,2,1.3048015183966526,3.8810636542707666,237487.57598231564,124609.27181254873,0,6,1.7193093913180844e-05,0.0,1.7193093913180844e-05,1.7193093913180844e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,PortScan,1
3690,4.76418732661557e-05,0,18,2,1.1808746804247576,2.0527339489945042,219408.51509512233,165899.59954072992,0,12,2.382093663307785e-05,0.0,2.382093663307785e-05,2.382093663307785e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,PortScan,1
21,9.867574455989539e-05,0,6,2,3.9983131999042882,2.785978897957718,423123.8993179315,122434.66444983457,0,6,4.933787227994769e-05,0.0,4.933787227994769e-05,4.933787227994769e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,PortScan,1
443,5.218238438154732e-05,0,18,2,2.093628287722825,2.1127509933018542,439125.06931477395,166322.18164341396,0,6,2.609119219077366e-05,0.0,2.609119219077366e-05,2.609119219077366e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,PortScan,1
443,7.749196745229745e-05,0,6,2,3.340598129301888,3.452241688143696,390686.5409191052,88013.09886964156,0,6,3.8745983726148726e-05,0.0,3.8745983726148726e-05,3.8745983726148726e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,PortScan,1
143,5.054897217790842e-05,0,6,2,4.8162041090348895,3.21234926890176,152889.26247655821,140906.12319305423,0,12,2.527448608895421e-05,0.0,2.527448608895421e-05,2.527448608895421e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,PortScan,1
6379,1.4220682101209793e-05,0,18,2,3.6862927823711984,3.0406154018075866,397543.2762810377,113629.43020015881,0,12,7.110341050604897e-06,0.0,7.110341050604897e-06,7.110341050604897e-06,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,PortScan,1
25,8.34747161691756e-05,0,6,2,1.3536328934625863,3.583635678939266,315480.15371193626,106408.27406332552,0,6,4.17373580845878e-05,0.0,4.17373580845878e-05,4.17373580845878e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,PortScan,1
143,7.79623530106257e-05,0,12,2,4.2201786700774475,3.8063021173532525,327768.6704437814,196483.290516628,0,12,3.898117650531285e-05,0.0,3.898117650531285e-05,3.898117650531285e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,PortScan,1
993,6.309259181691698e-05,0,18,2,1.3640083642053211,3.4527940653004565,296350.8381046002,101163.8805348988,0,6,3.154629590845849e-05,0.0,3.154629590845849e-05,3.154629590845849e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,PortScan,1
53,4.5688850408914316e-05,0,18,2,3.7905674859738534,3.5929435513477546,256706.0635757776,171576.45470336775,0,6,2.2844425204457158e-05,0.0,2.2844425204457158e-05,2.2844425204457158e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,PortScan,1
3306,3.324199494690625e-05,0,12,2,3.483222737688365,2.6948268164508287,144108.85598533138,124336.98820491291,0,6,1.6620997473453126e-05,0.0,1.6620997473453126e-05,1.6620997473453126e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,PortScan,1
995,1.6827699529779754e-05,0,18,2,2.6012019556411254,3.3953351473938636,131030.27255718435,145370.26392087422,0,6,8.413849764889877e-06,0.0,8.413849764889877e-06,8.413849764889877e-06,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,PortScan,1
443,9.071095689154106e-05,0,18,2,3.6702309540841087,2.3446397424032597,136530.05846390186,27356.350927966196,0,6,4.535547844577053e-05,0.0,4.535547844577053e-05,4.535547844577053e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,PortScan,1
53,4.10574365040148e-05,0,6,2,1.1272187259406605,3.0974306184148173,290490.5766796353,84078.4671689575,0,12,2.05287182520074e-05,0.0,2.05287182520074e-05,2.05287182520074e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,PortScan,1
143,4.278428749432679e-05,0,12,2,3.761579314517461,2.078624279682198,409734.6795090692,133022.0701083634,0,6,2.1392143747163394e-05,0.0,2.1392143747163394e-05,2.1392143747163394e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,PortScan,1
21,5.604913121925351e-05,0,18,2,2.5091438609682903,2.005190048767293,440735.4981660141,35213.06138252275,0,6,2.8024565609626756e-05,0.0,2.8024565609626756e-05,2.8024565609626756e-05,0,0,0,1,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,PortScan,1
